image_id,product_id,filename,relative_path,category,master_category,sub_category,article_type,gender,base_colour,season,year,usage,product_display_name,width,height,file_size_bytes,product_key
12369,12369,12369.jpg,data/images/12369.jpg,Apparel,Apparel,Topwear,Shirts,Men,Purple,Fall,2011.0,Formal,Reid & Taylor Men Check Purple Shirts,60,80,16570,reid & taylor men check purple shirts|shirts|men|purple
12378,12378,12378.jpg,data/images/12378.jpg,Apparel,Apparel,Topwear,Shirts,Men,Purple,Fall,2011.0,Formal,Reid & Taylor Men Check Purple Shirts,60,80,19100,reid & taylor men check purple shirts|shirts|men|purple
29928,29928,29928.jpg,data/images/29928.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL12889JVSB,60,80,26486,police men black dial watch pl12889jvsb|watches|men|black
42419,42419,42419.jpg,data/images/42419.jpg,Apparel,Apparel,Topwear,Tops,Girls,White,Summer,2012.0,Casual,Gini and Jony Girls Knit White Top,60,80,1889,gini and jony girls knit white top|tops|girls|white
45568,45568,45568.jpg,data/images/45568.jpg,Apparel,Apparel,Topwear,Tops,Girls,White,Summer,2012.0,Casual,Gini and Jony Girls Knit White Top,60,80,1889,gini and jony girls knit white top|tops|girls|white
51832,51832,51832.jpg,data/images/51832.jpg,Apparel,Apparel,Innerwear,Bra,Women,Beige,Summer,2016.0,Casual,Bwitch Beige Full-Coverage Bra BW335,60,80,19469,bwitch beige full-coverage bra bw335|bra|women|beige
47359,47359,47359.jpg,data/images/47359.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,22203,baggit women brown handbag|handbags|women|brown
33443,33443,33443.jpg,data/images/33443.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,23597,baggit women brown handbag|handbags|women|brown
47305,47305,47305.jpg,data/images/47305.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,21172,baggit women brown handbag|handbags|women|brown
58265,58265,58265.jpg,data/images/58265.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,21746,baggit women brown handbag|handbags|women|brown
54476,54476,54476.jpg,data/images/54476.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,14394,baggit women brown handbag|handbags|women|brown
47433,47433,47433.jpg,data/images/47433.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,22545,baggit women brown handbag|handbags|women|brown
58278,58278,58278.jpg,data/images/58278.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Fall,2012.0,Casual,Baggit Women Brown Handbag,60,80,14395,baggit women brown handbag|handbags|women|brown
47375,47375,47375.jpg,data/images/47375.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,14689,baggit women brown handbag|handbags|women|brown
47398,47398,47398.jpg,data/images/47398.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,13124,baggit women brown handbag|handbags|women|brown
54388,54388,54388.jpg,data/images/54388.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,14638,baggit women brown handbag|handbags|women|brown
58269,58269,58269.jpg,data/images/58269.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Fall,2012.0,Casual,Baggit Women Brown Handbag,60,80,15295,baggit women brown handbag|handbags|women|brown
47430,47430,47430.jpg,data/images/47430.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,2829,baggit women brown handbag|handbags|women|brown
20421,20421,20421.jpg,data/images/20421.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Baggit Women Brown Handbag,60,80,23789,baggit women brown handbag|handbags|women|brown
38441,38441,38441.jpg,data/images/38441.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,60,80,17109,baggit women brown handbag|handbags|women|brown
17429,17429,17429.jpg,data/images/17429.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G-7710-1DR G223,60,80,3318,casio g-shock men black digital watch g-7710-1dr g223|watches|men|black
12967,12967,12967.jpg,data/images/12967.jpg,Footwear,Footwear,Sandal,Sandals,Men,Black,Fall,2011.0,Casual,ADIDAS Men Spry M Black Sandals,60,80,3875,adidas men spry m black sandals|sandals|men|black
6842,6842,6842.jpg,data/images/6842.jpg,Accessories,Accessories,Shoe Accessories,Shoe Accessories,Unisex,Black,Summer,2011.0,Casual,Timberland Unisex Rubber Sole Brush Shoe Accessories,60,80,18997,timberland unisex rubber sole brush shoe accessories|shoe accessories|unisex|black
13089,13089,13089.jpg,data/images/13089.jpg,Apparel,Apparel,Topwear,Sweatshirts,Men,Grey,Fall,2011.0,Sports,ADIDAS Men Lfc Auth Hood Grey Sweatshirts,60,80,1665,adidas men lfc auth hood grey sweatshirts|sweatshirts|men|grey
18461,18461,18461.jpg,data/images/18461.jpg,Personal Care,Personal Care,Fragrance,Deodorant,Men,White,Spring,2017.0,Casual,David Beckham Signature Men Deos,60,80,17268,david beckham signature men deos|deodorant|men|white
9036,9036,9036.jpg,data/images/9036.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Winter,2011.0,Formal,Buckaroo Men Flores Black Formal Shoes,60,80,12850,buckaroo men flores black formal shoes|formal shoes|men|black
48311,48311,48311.jpg,data/images/48311.jpg,Accessories,Accessories,Jewellery,Bracelet,Women,Bronze,Winter,2012.0,Casual,Pitaraa Women Bronze Beaded Bracelet,60,80,17561,pitaraa women bronze beaded bracelet|bracelet|women|bronze
7990,7990,7990.jpg,data/images/7990.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Navy Blue,Fall,2011.0,Sports,Fila Men's Round Neck Navy Blue T-shirt,60,80,1689,fila men's round neck navy blue t-shirt|tshirts|men|navy blue
56019,56019,56019.jpg,data/images/56019.jpg,Personal Care,Personal Care,Lips,Lipstick,Women,Brown,Spring,2017.0,Casual,Colorbar Soft Touch Show Stopper Copper Lipstick 037,60,80,19148,colorbar soft touch show stopper copper lipstick 037|lipstick|women|brown
21977,21977,21977.jpg,data/images/21977.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,21875,murcia women casual brown handbag|handbags|women|brown
21948,21948,21948.jpg,data/images/21948.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,22060,murcia women casual brown handbag|handbags|women|brown
21940,21940,21940.jpg,data/images/21940.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,22654,murcia women casual brown handbag|handbags|women|brown
21985,21985,21985.jpg,data/images/21985.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,20939,murcia women casual brown handbag|handbags|women|brown
21991,21991,21991.jpg,data/images/21991.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,22583,murcia women casual brown handbag|handbags|women|brown
21964,21964,21964.jpg,data/images/21964.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,21358,murcia women casual brown handbag|handbags|women|brown
21952,21952,21952.jpg,data/images/21952.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,22653,murcia women casual brown handbag|handbags|women|brown
21987,21987,21987.jpg,data/images/21987.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,20897,murcia women casual brown handbag|handbags|women|brown
21942,21942,21942.jpg,data/images/21942.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,21472,murcia women casual brown handbag|handbags|women|brown
21975,21975,21975.jpg,data/images/21975.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,23197,murcia women casual brown handbag|handbags|women|brown
22013,22013,22013.jpg,data/images/22013.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,15929,murcia women casual brown handbag|handbags|women|brown
22007,22007,22007.jpg,data/images/22007.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,21382,murcia women casual brown handbag|handbags|women|brown
22006,22006,22006.jpg,data/images/22006.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,21331,murcia women casual brown handbag|handbags|women|brown
21956,21956,21956.jpg,data/images/21956.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,60,80,23273,murcia women casual brown handbag|handbags|women|brown
37812,37812,37812.jpg,data/images/37812.jpg,Apparel,Apparel,Topwear,Shirts,Men,Navy Blue,Summer,2012.0,Formal,John Players Men Navy Blue Shirt,60,80,2197,john players men navy blue shirt|shirts|men|navy blue
4729,4729,4729.jpg,data/images/4729.jpg,Apparel,Apparel,Topwear,Tshirts,Boys,Green,Summer,2011.0,Casual,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,60,80,14885,disney kids boy's crew sea life sialing green teen kidswear|tshirts|boys|green
56825,56825,56825.jpg,data/images/56825.jpg,Apparel,Apparel,Topwear,Shirts,Men,Brown,Summer,2012.0,Casual,John Players Men Brown Shirt,60,80,2926,john players men brown shirt|shirts|men|brown
39988,39988,39988.jpg,data/images/39988.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,White,Winter,2014.0,Casual,Gas Men Europa White Shoes,60,80,22008,gas men europa white shoes|casual shoes|men|white
59051,59051,59051.jpg,data/images/59051.jpg,Footwear,Footwear,Shoes,Flats,Women,Black,Winter,2012.0,Casual,Carlton London Women Black & Gold Toned Flats,60,80,20782,carlton london women black & gold toned flats|flats|women|black
20099,20099,20099.jpg,data/images/20099.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Green,Fall,2011.0,Ethnic,Diva Women Embroided Green Kurta,60,80,2768,diva women embroided green kurta|kurtas|women|green
58183,58183,58183.jpg,data/images/58183.jpg,Accessories,Accessories,Bags,Handbags,Women,White,Summer,2012.0,Casual,Rocky S Women White Handbag,60,80,14414,rocky s women white handbag|handbags|women|white
58174,58174,58174.jpg,data/images/58174.jpg,Accessories,Accessories,Bags,Handbags,Women,White,Fall,2012.0,Casual,Rocky S Women White Handbag,60,80,20842,rocky s women white handbag|handbags|women|white
29738,29738,29738.jpg,data/images/29738.jpg,Accessories,Accessories,Bags,Handbags,Women,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag,60,80,16158,kiara women teal handbag|handbags|women|teal
29742,29742,29742.jpg,data/images/29742.jpg,Accessories,Accessories,Bags,Handbags,Women,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag,60,80,23598,kiara women teal handbag|handbags|women|teal
53668,53668,53668.jpg,data/images/53668.jpg,Accessories,Accessories,Bags,Handbags,Women,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag,60,80,16137,kiara women teal handbag|handbags|women|teal
54018,54018,54018.jpg,data/images/54018.jpg,Accessories,Accessories,Bags,Handbags,Women,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag,60,80,14653,kiara women teal handbag|handbags|women|teal
54033,54033,54033.jpg,data/images/54033.jpg,Accessories,Accessories,Bags,Handbags,Women,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag,60,80,19977,kiara women teal handbag|handbags|women|teal
51658,51658,51658.jpg,data/images/51658.jpg,Accessories,Accessories,Watches,Watches,Women,Copper,Winter,2016.0,Casual,Fossil Women Copper Chronograph Watch CH2589,60,80,17413,fossil women copper chronograph watch ch2589|watches|women|copper
3954,3954,3954.jpg,data/images/3954.jpg,Apparel,Apparel,Topwear,Tshirts,Women,Pink,Summer,2011.0,Casual,Jealous 21 Women's Pink T-shirt,60,80,19668,jealous 21 women's pink t-shirt|tshirts|women|pink
18839,18839,18839.jpg,data/images/18839.jpg,Accessories,Accessories,Belts,Belts,Men,Black,Fall,2011.0,Formal,Peter England Men Formal Black Belt,60,80,19486,peter england men formal black belt|belts|men|black
18830,18830,18830.jpg,data/images/18830.jpg,Accessories,Accessories,Belts,Belts,Men,Black,Summer,2011.0,Formal,Peter England Men Formal Black Belt,60,80,19628,peter england men formal black belt|belts|men|black
18838,18838,18838.jpg,data/images/18838.jpg,Accessories,Accessories,Belts,Belts,Men,Black,Summer,2011.0,Formal,Peter England Men Formal Black Belt,60,80,19652,peter england men formal black belt|belts|men|black
18833,18833,18833.jpg,data/images/18833.jpg,Accessories,Accessories,Belts,Belts,Men,Black,Summer,2011.0,Formal,Peter England Men Formal Black Belt,60,80,18524,peter england men formal black belt|belts|men|black
2886,2886,2886.jpg,data/images/2886.jpg,Footwear,Footwear,Shoes,Flats,Women,Brown,Winter,2015.0,Casual,Catwalk Women Leather Brown Flats,60,80,1721,catwalk women leather brown flats|flats|women|brown
23278,23278,23278.jpg,data/images/23278.jpg,Accessories,Accessories,Watches,Watches,Men,Off White,Winter,2016.0,Casual,Maxima Ssteele Men Off White Watch,60,80,1628,maxima ssteele men off white watch|watches|men|off white
28690,28690,28690.jpg,data/images/28690.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Beige,Summer,2012.0,Ethnic,W Women Printed Beige Kurta,60,80,3057,w women printed beige kurta|kurtas|women|beige
28726,28726,28726.jpg,data/images/28726.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Beige,Summer,2012.0,Ethnic,W Women Printed Beige Kurta,60,80,1317,w women printed beige kurta|kurtas|women|beige
28721,28721,28721.jpg,data/images/28721.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Beige,Summer,2012.0,Ethnic,W Women Printed Beige Kurta,60,80,25637,w women printed beige kurta|kurtas|women|beige
28716,28716,28716.jpg,data/images/28716.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Beige,Summer,2012.0,Ethnic,W Women Printed Beige Kurta,60,80,1685,w women printed beige kurta|kurtas|women|beige
28695,28695,28695.jpg,data/images/28695.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Beige,Summer,2012.0,Ethnic,W Women Printed Beige Kurta,60,80,1718,w women printed beige kurta|kurtas|women|beige
8580,8580,8580.jpg,data/images/8580.jpg,Apparel,Apparel,Topwear,Waistcoat,Men,Grey,Fall,2011.0,Casual,Scullers Men  Grey Waistcoat,60,80,26120,scullers men  grey waistcoat|waistcoat|men|grey
3168,3168,3168.jpg,data/images/3168.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,White,Fall,2010.0,Sports,Nike Men's Incinerate MSL White Blue Shoe,60,80,14667,nike men's incinerate msl white blue shoe|sports shoes|men|white
18005,18005,18005.jpg,data/images/18005.jpg,Apparel,Apparel,Bottomwear,Shorts,Men,Black,Summer,2011.0,Sports,Puma Men Long Logo Black Bermuda,60,80,26852,puma men long logo black bermuda|shorts|men|black
17871,17871,17871.jpg,data/images/17871.jpg,Apparel,Apparel,Innerwear,Briefs,Men,Maroon,Winter,2016.0,Casual,Levis Men Boxer Maroon Brief,60,80,19187,levis men boxer maroon brief|briefs|men|maroon
9452,9452,9452.jpg,data/images/9452.jpg,Apparel,Apparel,Topwear,Shirts,Men,Red,Fall,2011.0,Formal,John Miller Men Stripes White Red Shirts,60,80,1295,john miller men stripes white red shirts|shirts|men|red
9451,9451,9451.jpg,data/images/9451.jpg,Apparel,Apparel,Topwear,Shirts,Men,Red,Fall,2011.0,Formal,John Miller Men Stripes White Red Shirts,60,80,1295,john miller men stripes white red shirts|shirts|men|red
38402,38402,38402.jpg,data/images/38402.jpg,Accessories,Accessories,Belts,Belts,Women,Black,Summer,2012.0,Casual,Baggit Women Hood Dabang Black Belt,60,80,19375,baggit women hood dabang black belt|belts|women|black
44984,44984,44984.jpg,data/images/44984.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016.0,Casual,Maxima Women White Dial Watch,60,80,21715,maxima women white dial watch|watches|women|white
36756,36756,36756.jpg,data/images/36756.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016.0,Casual,Maxima Women White Dial Watch,60,80,37293,maxima women white dial watch|watches|women|white
44982,44982,44982.jpg,data/images/44982.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016.0,Casual,Maxima Women White Dial Watch,60,80,20451,maxima women white dial watch|watches|women|white
45922,45922,45922.jpg,data/images/45922.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016.0,Casual,Maxima Women White Dial Watch,60,80,26111,maxima women white dial watch|watches|women|white
23290,23290,23290.jpg,data/images/23290.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016.0,Casual,Maxima Women White Dial Watch,60,80,2072,maxima women white dial watch|watches|women|white
36773,36773,36773.jpg,data/images/36773.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016.0,Casual,Maxima Women White Dial Watch,60,80,22070,maxima women white dial watch|watches|women|white
45898,45898,45898.jpg,data/images/45898.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016.0,Casual,Maxima Women White Dial Watch,60,80,77001,maxima women white dial watch|watches|women|white
36771,36771,36771.jpg,data/images/36771.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016.0,Casual,Maxima Women White Dial Watch,60,80,23366,maxima women white dial watch|watches|women|white
10268,10268,10268.jpg,data/images/10268.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Fall,2012.0,Formal,Clarks Men Hang Work Leather Black Formal Shoes,60,80,1781,clarks men hang work leather black formal shoes|formal shoes|men|black
45856,45856,45856.jpg,data/images/45856.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Brown,Summer,2012.0,Ethnic,Vishudh Women Brown Kurta,60,80,18902,vishudh women brown kurta|kurtas|women|brown
36826,36826,36826.jpg,data/images/36826.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Brown,Summer,2012.0,Ethnic,Vishudh Women Brown Kurta,60,80,1855,vishudh women brown kurta|kurtas|women|brown
32138,32138,32138.jpg,data/images/32138.jpg,Apparel,Apparel,Innerwear,Briefs,Men,Blue,Summer,2016.0,Casual,Playboy Men Blue Titanium Briefs,60,80,20114,playboy men blue titanium briefs|briefs|men|blue
59435,59435,59435.jpg,data/images/59435.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2012.0,Formal,Arrow Men Black Formal Shoes,60,80,19444,arrow men black formal shoes|formal shoes|men|black
45603,45603,45603.jpg,data/images/45603.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2012.0,Formal,Arrow Men Black Formal Shoes,60,80,13754,arrow men black formal shoes|formal shoes|men|black
45605,45605,45605.jpg,data/images/45605.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes,60,80,36873,arrow men black formal shoes|formal shoes|men|black
46795,46795,46795.jpg,data/images/46795.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes,60,80,13103,arrow men black formal shoes|formal shoes|men|black
45574,45574,45574.jpg,data/images/45574.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes,60,80,19415,arrow men black formal shoes|formal shoes|men|black
45586,45586,45586.jpg,data/images/45586.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes,60,80,19752,arrow men black formal shoes|formal shoes|men|black
45588,45588,45588.jpg,data/images/45588.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2010.0,Formal,Arrow Men Black Formal Shoes,60,80,37834,arrow men black formal shoes|formal shoes|men|black
45593,45593,45593.jpg,data/images/45593.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes,60,80,19557,arrow men black formal shoes|formal shoes|men|black
24628,24628,24628.jpg,data/images/24628.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Fall,2011.0,Formal,Arrow Men Black Formal Shoes,60,80,33609,arrow men black formal shoes|formal shoes|men|black
35568,35568,35568.jpg,data/images/35568.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Summer,2012.0,Formal,Arrow Men Black Formal Shoes,60,80,20159,arrow men black formal shoes|formal shoes|men|black
